"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5025-Fb-410","""Die Steyrerkinder wohnen in ehemaligen Gefangenenlagern. Auf der Ennsleitn in Steyer [Steyr in Oberösterreich]"", Frau vor Wohnbaracken eines Lagers, um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Steyr"
"Sozarch_F_5025-Fb-411","""Die Steyrerkinder wohnen in ehemaligen Gefangenenlagern. Auf der Ennsleitn in Steyer [Steyr in Oberösterreich]"", Wohnbaracken eines Lagers, um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Steyr"
"Sozarch_F_5025-Fb-412","Menschenanhäufung am Bahnhof beim Abfahrt (vermutlich) der Steyrer Kinder für die Schweiz, in einem ehemaligen Gefangenenlager (Ennsleitn) wo Familien wohnen, um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Oberösterreich;Steyr"
"Sozarch_F_5025-Fb-413","""Der beliebte Volkstanz - In einem SAH-Lager (Schweizerisches Arbeiterhilfswerk) in der Landmark"", Kinder (möglicherweise sog. Steyrerkinder) im Lagerhaus 'Landmark' in Trogen, vermutlich um 1950","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuze","Europa;Schweiz;Appenzell Ausserrhoden;Trogen"
"Sozarch_F_5025-Fb-399","""So sieht in seinem Wiener Heim aus!"", Knabe in baufälligem Haus","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Österreich;Wien;Wien (Stadt)"
"Sozarch_F_5025-Fb-400","""Beim Zahnarzt"", Knabe bei der Zahnuntersuchung durch Zahnärztin, vermutlich Zürich 1946","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-401","""Beim Durchleuchten"", Wiener Arbeiterkinder warten vor der ""Schirmbild-Zentrale"", vermutlich um eine Rontgen-Untersuchung zu bekommen, vermutlich Zürich 1946","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-465","""Stuttgart: Colis Verteilungsstelle""; eine Schlange von Menschen vor einem Tisch anstehend","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland;Baden-Württemberg;Stuttgar"
"Sozarch_F_5025-Fb-466","""...und dann zuhause""; Mutter und Kinder sitzen mit den geschenkten Lebensmittel am Tisch","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland"
"Sozarch_F_5025-Fb-467","""Colis Verteilungsstelle""; Männer stehen in einer langen Schlange vor dem Verteilungszentrum an","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland"
"Sozarch_F_5025-Fb-468","""Colis Suisse, Verteilungsstellen""; Drei Frauen stehen mit Tüten vor einem zerbombten Gebäude","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland"
"Sozarch_F_5025-Fb-469","""Colis Suisse, Verteilungsstellen""; Männer und Frauen stehen vor der Ausgabestelle","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland"
"Sozarch_F_5025-Fb-435","""November 1946, Spielzeugsammlung für unsere Auslandkinderheime, verbunden mit einer Kindervorstellung im Volkshaus Zürich"", Kinder mit abzugebenden Spielzeugen und bei der Abgabe ihrer Spielzeugen im Volkshaus","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-436","""November 1946, Spielzeugsammlung für unsere Auslandkinderheime, verbunden mit einer Kindervorstellung im Volkshaus Zürich"", Kinder mit abzugebenden Spielzeugen und bei der Abgabe ihrer Spielzeugen im Volkshaus","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-437","""November 1946, Spielzeugsammlung für unsere Auslandkinderheime, verbunden mit einer Kindervorstellung im Volkshaus Zürich"", Kinder bei der Kindervorführung","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-438","""November 1946, Spielzeugsammlung für unsere Auslandkinderheime, verbunden mit einer Kindervorstellung im Volkshaus Zürich"", Kinder stellen die gesammelten Spielzeugen vor (Puppen, Plüschtiere, Comics, Globi, Kinderbücher, Spielzeugwagen,Struwwe","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-439","""AERMO-Möbel-Ausstellung"", Bett, Schrank, Tisch, Stühle und Küchengeschirr, in der Schweiz, 1945","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Schweiz"
"Sozarch_F_5025-Fb-440","""AERMO-Möbel-Ausstellung"", Bett, Schrank, Tisch, Stühle und Küchengeschirr, in der Schweiz, 1945","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Schweiz"
"Sozarch_F_5025-Fb-414","""Der Strassenbahner Männerchor bereitet das Holz für das kommende Lager vor"", Männer und vier Frauen mit Holzklotzen und Haxen, in Österreich (?) um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich"
"Sozarch_F_5025-Fb-415","""Ein Blick in den Schlafraum"", Betten und Kisten im AKH-Lager, vermutlich von Allgemeinen Krankenhäuser der Stadt Wien (AKH), in Österreich (?) um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich"
"Sozarch_F_5025-Fb-416","""Arbeiterkinderhilfe - Eine Reportage von Bärble Schwarz, Zürich, 1945"", ""vor der Reise (aus ungesunden und unfreundlichen Wohnungen holen wir unsere Kinder)"", Knabe beim Waschen in armen Verhältnisse, vermutlich in Zürich","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5025-Fb-417","""Winterlager auf Schwägalp 1943/44,44/45 Rote Falken - SAH"", Kinder und Jugendliche beim Essen in einer Berghütte, um 1945, nah Hundwil (AR)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Appenzell Ausserrhoden;Hundwil"
"Sozarch_F_5025-Fb-418","""Winterlager auf Schwägalp 1943/44,44/45 Rote Falken - SAH"", Jugendliche ziehen Holzstämme auf Schlitten über eine verschneite Ebene","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Appenzell Ausserrhoden;Hundwil"
"Sozarch_F_5025-Fb-419","""Mösli September 1943"", Reisegepäck in einem Tram (?), vermutlich während der Fahrt von Zürich (Stadt) zum Kinderfreundeheim Mösli in Stallikon (ZH)","Neuzeit;20. Jh.;1901-1950;1941-1950;1943","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-470","""Colis-Ausgabestelle Wien""; drei Frauen füllen Beutel mit Zucker (?) ab","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Österreich;Wien;Wien (Stadt)"
"Sozarch_F_5025-Fb-471","""Genfer-Lager des Colis Suisse 1948""","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland"
"Sozarch_F_5025-Fb-472","""Verpackungslager des Colis Suisse in Genf""; zwei Männer verschieben im Lager die gefüllten Säcke","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Genf, Kanton;Genf, Stadt"
"Sozarch_F_5025-Fb-473","""Verpackungslager des Colis Suisse in Genf""; zwei Schwestern und ein Arzt (?) sowie zwei weitere Männer stehen um ein Palett mit Paketen","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Genf, Kanton;Genf, Stadt"
"Sozarch_F_5025-Fb-474","""März 1948: Verteilung von Lebensmittelpaketen am die Schüler der Gemeinschaftsschule Düsseldorf""","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland;Nordrhein-Westfalen;Düssel"
"Sozarch_F_5025-Fb-475","""März 1948: Verteilung von Lebensmittelpaketen am die Schüler der Gemeinschaftsschule Düsseldorf""; Kinder nehmen aus einem Auto Pakete entgegen","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland;Nordrhein-Westfalen;Düssel"
"Sozarch_F_5025-Fb-476","""März 1948: Verteilung von Lebensmittelpaketen am die Schüler der Gemeinschaftsschule Düsseldorf""; Kinder stehen vor einem Tisch mit Lebensmitteln","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland;Nordrhein-Westfalen;Düssel"
"Sozarch_F_5025-Fb-477","""März 1948: Verteilung von Lebensmittelpaketen am die Schüler der Gemeinschaftsschule Düsseldorf""; eine Frau hinter einem Tisch mit Lebensmitteln stehend und mit mit den Kindern sprechen, drei weitere Männer hören zu","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland;Nordrhein-Westfalen;Düssel"
"Sozarch_F_5025-Fb-441","""Flüchtlingskongress, Montreux, Februar 1945. Ausstellung des SAH von Flüchtlings-Ausstattungsmaterial. Erfinder: Knellesen"", Gäste besuchen eine Ausstellung mit Hilfsgütern (Küchenausstattung, Decken, Kleidungskoffer, Hocker...)","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Schweiz;Waadt;Montreux"
"Sozarch_F_5025-Fb-442","""Flüchtlingskongress, Montreux, Februar 1945. Ausstellung des SAH von Flüchtlings-Ausstattungsmaterial. Erfinder: Knellesen"", Gäste besuchen eine Ausstellung mit Hilfsgütern (Küchenausstattung, Decken, Kleidungskoffer, Hocker...)","Neuzeit;20. Jh.;1901-1950;1941-1950;1945","Europa;Schweiz;Waadt;Montreux"
"Sozarch_F_5025-Fb-443","""Ausstellungsmaterial 1946, VPOD-Kongress, Bern, Mai"", Plakaten des SAH: ""Hilfe den kriegsgeschädigten Kindern"", ""9.300 Schweizerkinder in die Ferien aufgenommen, d.h. 281.720 Ferientage bei einer Totalauslage von Fr. 700.000""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Bern, Kanton;Bern, Stadt"
"Sozarch_F_5025-Fb-444","""Ausstellungsmaterial 1946, VPOD-Kongress, Bern, Mai"", Plakaten des SAH: ""Schweizerisches Arbeiter-Hilfswerk 1600 t. Kartoffeln werden durch das SAH der Wiener Bevölkerung zugeführt. ; Aktion Zürich hilft Wien [...]""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Bern, Kanton;Bern, Stadt"
"Sozarch_F_5025-Fb-445","Ernst Nobs",,
"Sozarch_F_5025-Fb-446","""Erinnerungstafel auf dem Platze des ehemaligen Konzentrationslagers Belsen"",  eigentlich Konzentrationslager Bergen-Belsen, Soldat guckt zur Gedankentafel, um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland;Niedersachsen;Bergen-Belse"
"Sozarch_F_5025-Fb-420","""September 1943"", ""Eusi Tageszyte"", Plakate der ""Ferienkolonie Mösli b. Albis Stallikon"" mit Tagesablauf und genauen Uhrzeiten der Gruppenaktivitäten auf Schweizerdeutsch (Aufstehen, Turnen, Waschen, Essen, usw.)","Neuzeit;20. Jh.;1901-1950;1941-1950;1943","Europa;Schweiz;Zürich, Kanton;Stallikon"
"Sozarch_F_5025-Fb-421","""Australien - Transport Flüchtlinge aus allen Ländern [Flüchtlings-Auswanderung nach Australien,Zwischenverpflegung in CH]  - 25. Oktober 1949"", ""Flüchtlingsaktion IRO [International Refugee Organization]"", Flüchtlinge (?) mit ihrem Gepäck im Fr","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Schweiz"
"Sozarch_F_5025-Fb-422","""1949 - Flüchtlingsaktion der IRO, Auswanderung nach Australien, Zwischenverpflegung, Schweiz"", Männer, Frauen und Kinder beim Essen im Speiseraum","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Schweiz"
"Sozarch_F_5025-Fb-423","""Australien - Transport Flüchtlinge aus allen Ländern [Flüchtlings-Auswanderung nach Australien, Zwischenverpflegung in CH]  - 25. Oktober 1949"", Flüchtlingsakt. IRO, Flüchtlingsfamilie mit Puppenwagen und Musikinstrument im Bahnhof (?)","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Schweiz"
"Sozarch_F_5025-Fb-424","""Australien - Transport Flüchtlinge aus allen Ländern [Flüchtlings-Auswanderung nach Australien, Zwischenverpflegung in CH]  - 25. Oktober 1949"", Flüchtlingsakt. IRO, Flüchtlingsmädchen mit Puppenwagen und Gepäck im Gespräch mit einer Frau","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Schweiz"
"Sozarch_F_5025-Fb-447","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", zwei lachende Mädchen bei der Näharbeit (Nähmaschine)","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-448","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", Mann und Frau mit einem Kind","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-449","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", Lehrerin und Schülerin beim Lernen mit Büchern","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-450","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", Lehrerin beim Sammeln von schriftlichen Aufgaben, drei Schülerinnen","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-451","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", Junge Frauen bekommen Suppe am Tisch","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-452","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", Junge Frauen spielen Theater mit Musik und Verkleidung","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-478","""März 1948: Verteilung von Lebensmittelpaketen am die Schüler der Gemeinschaftsschule Düsseldorf""; Margaretha Kissel-Brutschy (?) mit einem Mädchen sprechend","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland;Nordrhein-Westfalen;Düssel"
"Sozarch_F_5025-Fb-479","""März 1948: Verteilung von Lebensmittelpaketen am die Schüler der Gemeinschaftsschule Düsseldorf""; ein Mädchen lachend vor einer Dose Fleischeintopf und einer Packung Schweinefett sitzend","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland;Nordrhein-Westfalen;Düssel"
"Sozarch_F_5025-Fb-480","""März 1948: Verteilung von Lebensmittelpaketen am die Schüler der Gemeinschaftsschule Düsseldorf""; ein Mädchen von einem Mann eine Packung entgegennehmend","Neuzeit;20. Jh.;1901-1950;1941-1950;1948","Europa;Deutschland;Nordrhein-Westfalen;Düssel"
"Sozarch_F_5025-Fb-481","Ein Mann besorgt Lebensmittel in einer Ausgabestelle in Hamburg","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-482","Ein Mann an einem Schreibtisch in einem Büro sitzend","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-483","Mann in einem Lager mit Lebensmitteln stehen und Pakete beschriftend","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-484","""Wohnung des Hausverwalters""; Blick in einen Wohnraum mit Sitzen, Tisch, Schrank und Kamin","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-425","""Australien - Transport Flüchtlinge aus allen Ländern [Flüchtlings-Auswanderung nach Australien, Zwischenverpflegung in CH]  - 25. Oktober 1949"", Flüchtlingsakt. IRO, Mädchen beim Schlafen auf Betten mit Koffer","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Schweiz"
"Sozarch_F_5025-Fb-426","""Margrit Kissel-Brutschy - Präsidentin der Sozialdemokratischen Frauengruppen der Schweiz"", um 1950 (?)","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuze","Europa;Schweiz"
"Sozarch_F_5025-Fb-427","""Le centre populaire de ramassage à Lausanne, 1944"", Plakate der Sammlungsstelle: ""Pour la France en détresse, Centre populaire de ramassage [Zeichen einer Frau mit Kind im Arm]"", Schilder mehrerer Arbeiterorganisationen, Personal des Arbeiterze","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Schweiz;Waadt;Lausanne"
"Sozarch_F_5025-Fb-428","""Aus unseren Sammellager in dem Kernstrasse-Schulhaus, 1946"", Mann bei der Arbeit im Hilfsgüterlager des SAH (Jacken, Kleidungen, Kisten)","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-429","""Kartoffelsammlung Zürich hilft Wien, Frühjahr 1946"", Frauen und Männer beim Aufladen eines Lastkraftwagens (""G.Stiefel Zürich) mit Kartoffeln, Schild: ""Aktion Zürich hilft Wien""","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-430","""Kartoffelaktion 'Zürich hilft Wien' - Frühjahr 1946"", Kinder helfen beim Kartoffelsammeln","Neuzeit;20. Jh.;1901-1950;1941-1950;1946","Europa;Schweiz;Zürich, Kanton;Zürich, Stadt"
"Sozarch_F_5025-Fb-453","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", Gruppe der Kursteilnehmerinnen mit Hund","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-454","""Cavigliano - Haushaltungskurs für deutsche Flüchtlingsmädchen vom Dezember 1950 bis Februar 1951"", Junge Frauen beim Spülen und Trocknen (Geschirr)","Neuzeit;20. Jh.;1901-1950;1941-1950;1950 /","Europa;Schweiz;Tessin;Cavigliano"
"Sozarch_F_5025-Fb-455","""Beim Abfüllen von Kakao für die Colis [suisses]"", drei Frauen bei der Vorbereitung von Lebensmittelpaketen, um 1950 (Nachkriegszeit) (hier aber eher: Buchweizen)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-456","""Colis werden zusammengestellt"", zwei Frauen bei der Vorbereitung von Lebensmittelpaketen (Sardinenbüchsen, ""Marvels"", Schokolade, Speisefett, Trockenmilch...), um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-457","""Ankunft von ausländischen Konserven"", drei Männer beim Abladen von einem Lastkraftwagen mit Lebensmittelkartons (""Manufactured and packed by Standard Fruit co. ltd. industrial area Worcester c.p"", [aus Grossbritanien])","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-458","""Im Zollfreilager""; zwei Männer schichten und kontrollieren div. Paketsendungen","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-485","Zwei Büroangestellte sitzen an ihren Plätzen und arbeiten; im Hintergrund hängt ein Plakat mit der Aufschrift ""The electric Simplon Line Switzerland""","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-486","Mann an einem Pult sitzend und arbeitend","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-487","""Hamburg, Sommer 1948: ein Freipaket kommt an!""; zwei Kinder tragen vor ihrer Mutter ein Paket die Treppe hoch","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-488","""Hamburg, Sommer 1948: ein Freipaket kommt an!""; Zwei Kinder und ihre Mutter betrachten eine Büchse","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-489","""Hamburg, Sommer 1948: ein Freipaket kommt an!""; Zwei Kinder und ihre Mutter betrachten die verschiedenen Geschenke","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-490","""Hamburg, Sommer 1948: ein Freipaket kommt an!""; eine Mutter liest den Kindern den Aufdruck auf der Büchse vor","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-491","""Hamburg, Sommer 1948: ein Freipaket kommt an!""; die Mutter lässt den Jungen von den Lebensmitteln kosten (vermutlich Ovomaltine)","Neuzeit;20. Jh.;1901-1950;1941-1950;1949","Europa;Deutschland;Hamburg;Hamburg (Stadt)"
"Sozarch_F_5025-Fb-431","""Spielzeuge für Franzosenkinder"", Puppenservice mit Tischchen und Stühle, Spielzeug: ""Menage - Dinette de Lucette"", um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-432","""Spielzeuge für Franzosenkinder"", Spielzeugwagen mit Eseln, Rollelefant und Schubkarre, Spielzeug: ""Les Jolis Cubes Français"", um 1950 (Nachkriegszeit)","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-494","Zwei Mädchen sitzen auf Stühlen und sticken","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-495","Vier Mädchen spülen und trocknen das Geschirr","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-496","Sechs Kinder arbeiten in einer Werkstatt mit Holz","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-497","Eine Frau badet zwei Jungen in der Badewanne","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-498","Sechs Mädchen spielen auf einer Wiese mit dem Springseil","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-499","Kinder spielen an einem Bach mit den Steinen","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-500","Kinder spielen mit einer Erzieherin ein Kreisspiel (de Fuchs gaht ume..)","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-459","""Schweiz: Zuckerlager für Colis""; ein Mann Zuckersäcke tragend","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-460","""Schweiz: Verladen der Colis""; Männer und Frauen verladen die Kartonkisten auf einen Kleintransporter mit der Aufschrift ""Hellmühle Wildegg""","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Aargau;Möriken-Wildegg"
"Sozarch_F_5025-Fb-461","""Schweiz: Einfüllen der Colis""; zwei Frauen füllen Pakete mit Lebensmittel","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-462","""Zuckerabfüllmaschine""; zwei Frauen füllen Zucker in Tüten ab","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-463","""Schweiz: Verladen von Colis""; Männer und Frauen tragen Kisten","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5025-Fb-464","""Deutschland: Das Abladen der Colis an der Verteilungsstelle""; Männer stapeln Kisten in Lastwagen","Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Deutschland"
"Sozarch_F_5025-Fb-542","""Belgierkolonie Sommer 1950, Ankunft in Basel""; Kinder sitzen vor einem Restaurant","Neuzeit;20. Jh.;1901-1950;1941-1950;1950","Europa;Belgien;Antwerpen;Mechelen"
"Sozarch_F_5025-Fb-543","""Belgierkolonie Sommer 1950, Ankunft in Basel""; Mädchen essen Semmel und trinken Ovomaltine","Neuzeit;20. Jh.;1901-1950;1941-1950;1950","Europa;Belgien;Antwerpen;Mechelen"
"Sozarch_F_5025-Fb-544","""Belgierkolonie Sommer 1950, Abreise in Basel""; Mädchen sitzen in einem Bus","Neuzeit;20. Jh.;1901-1950;1941-1950;1950","Europa;Belgien;Antwerpen;Mechelen"
"Sozarch_F_5025-Fb-501","Erzieherin die Kinder beim Essen betreuend","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-502","Kinder spielen auf einem Teerplatz","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-503","Eine Gruppe von Kindern an einem Hang sitzend","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-504","Eine Gruppe von Kindern wandert einen Weg hinauf","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Bern, Kanton;Adelboden"
"Sozarch_F_5025-Fb-505","Ferienkolonie Landmark: Kinder rüsten Karotten","Neuzeit;20. Jh.;1951-2000;1951-1960;1951","Europa;Schweiz;Appenzell Ausserrhoden;Trogen"
"Sozarch_F_5025-Fb-506","Ferienkolonie Landmark: Ein Jugendlicher spielt Gitarre und die restlichen Kinder singen","Neuzeit;20. Jh.;1951-2000;1951-1960;1951","Europa;Schweiz;Appenzell Ausserrhoden;Trogen"
"Sozarch_F_5025-Fb-507","Ferienkolonie Landmark: Kindern turnen im Kreis auf einer Wiese","Neuzeit;20. Jh.;1951-2000;1951-1960;1951","Europa;Schweiz;Appenzell Ausserrhoden;Trogen"
"Sozarch_F_5025-Fb-508","Ferienkolonie Landmark: Kinder springen in Badkleidung auf einer Wiese herum","Neuzeit;20. Jh.;1951-2000;1951-1960;1951","Europa;Schweiz;Appenzell Ausserrhoden;Trogen"
"Sozarch_F_5025-Fb-509","Ferienkolonie Landmark: Knaben kämpfen in Zweierteams gegeneinander","Neuzeit;20. Jh.;1951-2000;1951-1960;1951","Europa;Schweiz;Appenzell Ausserrhoden;Trogen"
